text,reason
"pois nao como carne durante tres dias na semana, sendo um deles sem nenhum alimento de origem animal a escolha decorre principalmente devido aos tipos de criacões de animais que considero ruins e tambem devido a questao ambiental",exclui alguns animais
tenho tido vontade nos últimos tempos de reduzir o consumo de carne por motivos de saude e de sustentabilidade ambiental/ protecao dos animais,preocupação com a saúde ou ambiente
"nao acredito que seja necessario consumir uma grande quantidade de carne para manter uma alimentacao saudavel acredito que pancs tem imenso potencial pois sao locais, mais nutritivas, de facil cultivo no geral, etc tambem apoio as questoes veganas e de meio ambiente tirando as carnes bio e marcas como korin, os animais sao tratados com transgenicos e antibioticos, alem de sofrerem maus tratos tambem sabemos que os alimentos processados e ultraprocessados e preparados alimenticeos nao tem energia vital, nao sao vivos, portanto, nao nutrem e introduzem toxinas no organismo",preocupação com a saúde ou ambiente
nao e sustentavel para o planeta mais carnivoros que herbivoros e desumana a forma que os animais sao tratados,preocupação com a saúde ou ambiente
porque nao consigo deixar de consumir completamente mas gostaria !,diminui a frequência de consumo
porque carnes vermelhas nao sao as preferencais,preocupação com a saúde ou ambiente
porque tenho reduzido cada vez mais o consumo de carnes vermelhas,diminui a frequência de consumo
"porquestoes de saude, de condicionamento fisico e politicas",preocupação com a saúde ou ambiente
pois limitei o consumo de carnes apenas aos peixes e frutos do mar posso ser considerada pesco-vegetariana tambem,exclui alguns animais
porque nao consumos as carnes acima citadas a mais de 5 anos,exclui alguns animais
porque tentei aderir ao vegetarianismo mas sinto dificuldade de suplementar a vitamina b12 e isso me levou a voltar a consumir ovos e depois carnes (carne de boi e frango/galinha),outros
"na semana meu almoco, na maior parte do mes, sao de marmitas veganas, entao nas outras refeicões do dia e no final de semana como frango ou peixe se na semana como muito frango ou peixe, tento no final de semana comer refeicões vegetarianas/veganas carne vermelha so se comer fora ou minha mae preparar, nao compro carne vermelha para eu cozinhar a 7 anos, prefiro cozinhar comidas vegetarianas/veganas, frango, peixe e frustos do mar ja tive varios periodos comendo so comida vegetariana/vegana, que duravam alguns meses, depois voltava a comer frango e peixe atualmente estou intercalando durante as refeicões da semana",diminui a frequência de consumo
porque estou reduzindo aos poucos o consumo,diminui a frequência de consumo
porque estou reduzindo o consumo de carne,diminui a frequência de consumo
eu decidi reduzir o consumo de carne para melhorar a minha alimentacao e pensando tambem na questao animal e o impacto do meio ambiente,preocupação com a saúde ou ambiente
porque tenho reduzido o consumo de proteina animal e dado preferencia a proteina de origem vegetal (folhas e graos),diminui a frequência de consumo
"porque diminui a frequencia e quantidade de carne ja fiquei vegetariana por 5 anos porquestoeseticas e ambientais, mas fiquei anemica e voltei a comer em pouca quantidade depois me casei com um marido muito carnivoro e voltei a comer bastante mas meu corpo reagiu (juntas dos dedos inchados) e eu voltei a reduzir e estou bem",diminui a frequência de consumo
"porque eu apesar de nao conseguir ficar sem carne, eu gosto muito de fazer refeicões sem nenhuma carne e tb porque mesmo qdo como carne, a quantidade e bem pequena",diminui a frequência de consumo
porque decidi deixar de consumir carnes duas vezes na semana,diminui a frequência de consumo
"eu so comia carne na casa dos outros ou restaurantes acompanhando outras pessoas como fiquei com baixa de b12 e proteina, agora como carne (frango e porco as vezes e principalmente peixe, de preferencia especies que nao estejam com sobrepesca) em semanas alternadas (uma semana com carne, outra sem) porque cozinho so uma vez na semana pra comer ao longo dos dias",diminui a frequência de consumo
esforco de reduzir o consumo de carne por motivos ambientais e eticos,preocupação com a saúde ou ambiente
carnes brancas sao consideradas menos caloricas e foi sugerido a mudanca pela nutricionista,preocupação com a saúde ou ambiente
"porque ultimamente vi o impacto_ambiental que o consumo de carne vermelha vem causando , e pelo preco da carne tbm",preocupação com a saúde ou ambiente
"nao compactuo inteiramente com o consumo desenfreado de carne pela sociedade,mas tambem reconheco a importancia do consumo de proteina que muitas vezes e dificil de alcancar apenas com a proteina vegetal",preocupação com a saúde ou ambiente
porquestoes politicas e pela defesa dos animais reduzi o consumo de carne,preocupação com a saúde ou ambiente
por querer diminuir a carne em beneficio a saude,preocupação com a saúde ou ambiente
porquestao de saude e de posicionamento politico e consciencia ambiental,preocupação com a saúde ou ambiente
"porque tenho tentado melhorar minha alimentacao, os cuidados com o planeta, com animais, e com trabalhadoras e trabalhadores",preocupação com a saúde ou ambiente
Varios motivos ligados a saude humana e animal,preocupação com a saúde ou ambiente
"carnes faz mal pra saude, principalmente as vermelhas, nao gosto muito de carnes desses animais, muito hormônio",preocupação com a saúde ou ambiente
"nao consumo carne vermelha, muito excepcionalmente algum sanduiche mas gosto de peixe e camarao devo consumir uma vez por semana, ou ate menos",diminui a frequência de consumo
"porque sempre que eu posso, eu evito de comer carne! se eu tiver como escolher…",diminui a frequência de consumo
"sei que hoje o consumo de carne e um dos principais fatores que influenciam no desmatamento e assim corroboram com o desenvolvimento do aquecimento global, alem de muitos criadouros nao fornecerem as condicões minimas aos animais",preocupação com a saúde ou ambiente
estou diminuindo aos poucos o consumo pelas questoes ambientais,preocupação com a saúde ou ambiente
o termo era desconhecido e uma opcao minha nesse momento,outros
porque nao consumo muito carne e prefiro os vegetais e legumes,diminui a frequência de consumo
"nao me considero eu dou preferencia para comer vegetais, mas nao e recuso a comer carne",diminui a frequência de consumo
porque tenho diminuido o consumo de carne,diminui a frequência de consumo
"pelo meio ambiente (desmatamento) em geral para criacao, excesso de hormônios nas criacões",preocupação com a saúde ou ambiente
"porque eu evito comer carne de boi e de porco, dando prioridade a carne de frango e aos ovos ao estudar um pouco sobre os sistemas de producao, o impacto_ambiental que geram e a crueldade animal, resolvi diminuir o meu consumo de carne minha meta e comer o minimo possivel, apenas para garantir as vitaminas que precisamos e que estao presentes nesses tipos de carne",diminui a frequência de consumo
"porque coloquei no meu habito alimentar a consumir menos carne, principalmente carnes que demandam de grandes pastos ou muita alimentacao industrializada",diminui a frequência de consumo
porque prefiro me preocupo sempre que possivel nao consumir carnes,preocupação com a saúde ou ambiente
"pelo fato de consumir corretamente (em sua grande parte) o almoco no servico, prefiro a noite nao jantar comida e sim pao, bolacha, copo de leite, qualquer outra coisa principalmente pelo fato de ter que ""cozinhar"", no servico o alimento que consumimos e produzido em marmitarias",diminui a frequência de consumo
"porque evito a carne, sei dos processos de producao que sao terriveis mas escolho consumir algumas vezes frango ou peixe",preocupação com a saúde ou ambiente
"porque tento diminuir o consumo de carne pois acredito que o consumo exagerado prejudica a saude e o meio ambiente, mas vejo a importância da carne na dieta",preocupação com a saúde ou ambiente
porque nao consumo carne ao menos 2x na semana,diminui a frequência de consumo
nao me consideram me disseram que me enquadro nesse perfil,
pela nao necessidade de consumo diario de carne,não considera carne essencial
pois procuro reduzir o consumo de carne mas nao parei comoletamente,diminui a frequência de consumo
"por saber dos impactos ambientais gerados pelo consumo excessivo em relacao as carnes embutidas (presunto, salame, salsicha) tento reduzir consumo tambem por conta dos maleficios a saude",preocupação com a saúde ou ambiente
pela processo digestorio da carne no organismo,preocupação com a saúde ou ambiente
porque a carne nome faz falta na alimentacao,outros
"como pouca carne, mas nao deixei de comer",diminui a frequência de consumo
"nao conhecia esse termo antes da pesquisa, descobri que sou flexitariano agora",
"porque aqui em casa comecamos a adotar esse habito, de um ou dois dias da semana, nao fazer o consumo de carne",diminui a frequência de consumo
porque desejo diminuir cada vez mais o consumo tendo em vista tantos motivos para fazer isso,diminui a frequência de consumo
porque nao atingi a disciplina e cuidado necessario para me considerar vegana,outros
porque eu tenho tentado evoluir espiritualmente e respeitar a vida dos animais ja faz uns 10 anos que comecei a cortar o consumo de carne todos os dias percebo que ate a agressividade diminui,preocupação com a saúde ou ambiente
"ate 2017 minha alimentacao era bastante pautada pelo consumo de carnes em geral, incluindo as embutidas, mas apos ter acesso a informacões tanto sobre o impacto_ambiental desse tipo de producao, quanto no nosso organismo, comecei a reduzir meu consumo gradativamente em 2019 retirei definitivamente todas as carnes embutidas do cardapio, depois carne vermelha e posteriormente frutos do mar atualmente consumo apenas frango como carne de origem animal",diminui a frequência de consumo
"pelo financeiro, pela forma como sao produzidos",preocupação com a saúde ou ambiente
porque e uma escolha que afeta o estilo de vida pra alguns pode ser transicao mas para mim e a forma que eu encontrei pra nao so diminuir meu consumo de carne mas priorizar minha saude,preocupação com a saúde ou ambiente
"parei de comer carne de boi, porque nem os supermercados, nem os frigorificos puderam me garantir que a carne que comercializavam atendia a resolucao do mpf de nao vir de frente de desmatamento amazônico",preocupação com a saúde ou ambiente
"estou em processo pretendo ser vegano em breve, e penso que esse e o futuro de todos nos e ate viver apenas de luz!",outros
porque exclui a maioria dos tipos de carne e leite mas ainda como peixe e derivados de leite e ovos,exclui alguns animais
Vejo o quanto o consumo de carne vermelha impacta no ambiente e na vida dos animais estes na sua maioria sao criados como meros objetos sem importância,preocupação com a saúde ou ambiente
"porque fico bem sem carne, mas qdo passo muito tempo sem, acabo sentindo falta",diminui a frequência de consumo
"porque consumo muito pouco de carne, mas nao exclui inteiramente da minha dieta",diminui a frequência de consumo
porque ainda como carne de frango e peixe,exclui alguns animais
"para diminuir o consumo excessivo de carne, pela saude e pala disponibilidade do alimento no mundo",preocupação com a saúde ou ambiente
porque sinto fraqueza se nao como carne preciso comer pelo menos 1 vez por semana,diminui a frequência de consumo
porque nao gosto do sabor da carne e tbm nao concordo com a indústria,exclui alguns animais
nao me rotulo assim apenas tento equilibrar a alimentacao,outros
reduzi o consumo de carne por vontade propria sem me preocupar com esse termo cansei de comer tanta carne pesa na verdade e so isso,diminui a frequência de consumo
"nao gosto de carne, na verdade eu seria vegetariana, mas como eu viajo bastante em funcao da profissao, nem sempre tenho opcões vegetarianas, entao acabo flexibilizando e comendo carnes porque em algumas situacões e so isso que tem",diminui a frequência de consumo
por conta do consumo de carne nao ser tao necessario na minha alimentacao diaria e o impacto que isso causa,não considera carne essencial
"nao me considerava, porque desconhecia o termo mas tenho reduzido o consumo de carne por compaixao ao animais",exclui alguns animais
"porque eu ate como carne, mas muito poucose como carne, seleciono muito a procedencia nao me faz falta",diminui a frequência de consumo
"nao conhecia o termomas acho que me encaixo porque gosto de carnes, mas nao gosto de comer carne todo dia",diminui a frequência de consumo
"fui vegetariana por quase 3 anos, mas esse ano voltei a comer peixes eventualmente na comida japonesa",exclui alguns animais
"eu decidi diminuir , aos poucos a carne me traz um sentimento de culpa",preocupação com a saúde ou ambiente
"pois apesar de nao tirar carne da minha dieta, tento consumir menos a cada dia",diminui a frequência de consumo
"porquestoes ecologicas, econômicas e de saude tambem",preocupação com a saúde ou ambiente
porque tenho tentado reduzir o consumo de carne progressivamente,diminui a frequência de consumo
porque ja nem gosto muito de comer carne,preocupação com a saúde ou ambiente
nao acho carne realmente atrativo consumo carne principalmente por ter hematocrito baixo,preocupação com a saúde ou ambiente
"pois exclui a carne vermelha de minha alimentacao, porquestoes ambientais, mas ainda como frango",exclui alguns animais
"porque reduzi o maximo que pude do consumo de alimentos de origem animal do dia-a-dia e utilizo algumas pancs como alternativa, como forma de garantir uma seguranca alimentar devido aos altos financeiros da alimentacao carnivora",diminui a frequência de consumo
"nao me interesso muito por carne vermelha, nao compro, so como se alguem me convidar pra comer nao sinto necessidade de comer carne todos os dias, muito menos em todas as refeicões",diminui a frequência de consumo
mudei o padrao de consumo de carne animal de 2 vezes ao dia para uma vez ao dia acredito que os processo de criacao e comercio dos animais nao sao estao no padrao da sustentabilidade ambiental a minha meta e consumir carnes apenas tres vezes por semana ate o final deste ano!,diminui a frequência de consumo
"financeiro, e reeducacao alimentar comer de tudo",outros
penso em saude humana e diminuir a crueldade com os animais,preocupação com a saúde ou ambiente
estou tentando diminuir o consumo da carne,diminui a frequência de consumo
"porque praticamente nao como mais carne bovina ha muitos anos, nao compro e nao preparo em casa",exclui alguns animais
"reduzo a carne por entender que seu consumo aumenta o destruicao das florestas, pelo sofrimento dos animais  e para nao fortalecer o agronegocio que destroi rios e solos e comunidades indigenas",preocupação com a saúde ou ambiente
pela preocupacao em nao consumir proteina animal em pelo menos duas refeicões na semana,diminui a frequência de consumo
"nao gosto de rotulos,mas acredito que o mumdo nao tem mais condicões de suportar o agronegocio, a contaminacao das aguas, dos solos e de todo meio ambiente com pesticidas e afins",preocupação com a saúde ou ambiente
uma de minhas filhas e vegetariana e eu acompanho a dieta dela na maioria da semana,diminui a frequência de consumo
"nao, ""flexitarianos"" nada mais sao que onivoros com baixo consumo de carnes e, talvez, de produtos de origem animal o termo e muito vago e, por isso, seu uso mais atrapalha que ajuda",outros
"porque aboli completamente o consumo de carne de boi, frango e porco, so consumindo carne de peixe poucas vezes na semana",exclui alguns animais
"pôde-se dizer que sim, apesar de nao utilizar nunca esse termo do dia a dia",
nunca usei essa palavra para me descrever nunca fui muito adepta ao consumo de carne por ser budista evito o consumo frequente nao acho que seja algo benefico de se consumir raramente preparo carne em casa como quando vou a restaurantes ou me oferecem,diminui a frequência de consumo
porque tenho diminuido o consumo de carne na minha dieta carne,diminui a frequência de consumo
"evito consumir carne em alguns momentos, levando em consideracao que sou amiga do meio ambiente e prezo por ele ainda nao realizei a transicao para o vegetarianismo, mas pretendo tentar",preocupação com a saúde ou ambiente
por excluo a carne vermelha durante um dia na semana,diminui a frequência de consumo
porque eu propositalmente diminuo meu consumo de carne mas nao elimino completamente,diminui a frequência de consumo
"penso em, num futuro proximo, parar de comer carne, e eventualmente retirar alimentos de origem animal da dieta, no entanto ainda nao acho que seja o momento mas estou num processo de reeducacao e adaptacao da alimentacao, introduzindo novas fontes de proteinas de origem vegetal acho que ser capaz de se adaptar a diversas dietas, variando as fontes de nutrientes, e importante",diminui a frequência de consumo
"por opcao pessoal, espiritual e de consciencia coletiva",outros
desconhecia essa terminologia ate o momento do questionario sempre me achei onivoro inclusive acho desnecessaria essa terminologia flexitariano parece modismo,outros
reduzi o consumo de carne e a substitui por alimentos com nutrientes prese tes em outros alimentos,diminui a frequência de consumo
por ter tirado as carnes de segunda-feira e dos jantares durante a semana,diminui a frequência de consumo
porque nao concordo com a relacao escravista que temos com os animais e porque a producao de carne impacta negativamente o meio ambiente,preocupação com a saúde ou ambiente
"nao faco questao da carne animal na minha alimentacao porem, se me e ofertado nao recuso nao gosto do sabor da carne( principalmente a vermelha), como por conta da necessidade da proteina no funcionamento do corpo",diminui a frequência de consumo
"preocupada com o modelo tradicional, onde o animal nao tem direito a ter uma vida digna ate a sua morteconfinamento e triste",preocupação com a saúde ou ambiente
"porque exclui totalmente a carne vermelha, embutidos e mantive o frango esporadicamente",exclui alguns animais
"agora que descobri este termo carne me faz muito mal nao faco questao de comer, mas minha familia e bem carnivora entao acabo comendo as vezes",preocupação com a saúde ou ambiente
"reduzi consumo mas nao exclui, em eventos sociais aceito",diminui a frequência de consumo
decidi ter um estilo de vida um pouco mais saudavel,preocupação com a saúde ou ambiente
pois estou adorando habitos pra diminuir o consumo de carnes e derivados de animais da minha alimentacao acredito que a emancipacao humana passa pela emancipacao da natureza,preocupação com a saúde ou ambiente
tenho consciencia que o consumo exacerbado de carnes prejudica nossa saude e o meio ambiente,preocupação com a saúde ou ambiente
"idealmente gostaria de nao consumir alimentos de origem animal apesar de gostar de carne, ovos e leite, sei que para consegui-los numa escala grande precisamos maltratar animais, sujeitar pessoas a condicões pessimas de trabalho, derrubar florestas etc como nao consegui me adaptar a uma alimentacao livre dessas condicões ruins, entendi que reduzir o consumo ja era melhor do que nada - tambem acredito que se grande parte da populacao mundial fizesse isso, os problemas por tras desse tipo de alimentacao seriam reduzidos, pois e mais facil reduzir o consumo do que deixar de comer alguma coisa para sempre outra opcao e tentar comprar esses alimentos de locais que causem menos danos - o que geralmente costuma custar mais, o que tambem resulta na reducao do consumo",preocupação com a saúde ou ambiente
"nao sabia que existia um termo para minha opcao de alimentacao, neste processo de excluir completamente as carnes da minha dieta",exclui alguns animais
"porque minha dieta e reduzida em carnes (nao como todo dia e quando como sao porcões menores que uma mao fechada), porem como ovos todos os dias alem disso, nao consumo leite e derivados nao tenho intencao de ser vegetariana e/ou vegana, mas acredito que a reducao do consumo de carne fornece vantagens para a saude e para reduzir os impactos da agropecuaria",diminui a frequência de consumo
"gostaria de ser vegana estrita mas porquestoes sociais, de convivencia, acabo por, eventualmente, comer carne por sinal, fui criada comendo carnes, gosto de carnes, mas quando analiso a questao etica e ambiental, a consciencia fala mais alto que o desejo e o gosto pela carne",preocupação com a saúde ou ambiente
"porque esta cara e embora eu responda sim para as perguntas 19 e 20, sobre consciencia do que os animais de alimentam e como sao criados, nao tive ainda a forca para mudar de habito",preocupação com a saúde ou ambiente
porque tenho consciencia de como a criacao de animais para consumo humano e cruel com os animais e prejudicial ao meio ambiente e por isso reduzi o consumo intencionalmente,preocupação com a saúde ou ambiente
porque o consumo de carne esta comecando a me afetar de maneira negativa,preocupação com a saúde ou ambiente
"porque e uma forma de conhecer outras opcões de alimentos, diversificar o cardapio, fortalecer o pequeno agricultor e o comercio de produtos veganos, livre de agrotoxicos e de mais tratos aos animais",outros
"ja fui vegetariana durante a minha gestacao e pos parto , mas voltei a consumir carne , mas com uma frequencia bem baixa , devido a toda informacao que eu tenho , pra mim o paladar e a coisa mais dificil de tirar ??",diminui a frequência de consumo
"ja fui vegana mas acabei voltando a comer carne, por isso me considero flex mas com pouca carne na alimentacao",diminui a frequência de consumo
porque so consumo carne e derivados produzidos pela agricultura familiar local,preocupação com a saúde ou ambiente
pois ainda como peixes e frutos do mar em geral,exclui alguns animais
"porque decidi poupar os animais e comer mais vegetais e leguminosas, respeitanto os animais, o planeta e o consumo de agua",preocupação com a saúde ou ambiente
"por nao ter a carne no cardapio diariamente, ou como uma necessidade",diminui a frequência de consumo
"sim, pois diminui o meu consumo de carne em 2019 e me sinto melhor assim",diminui a frequência de consumo
"porque como carne apenas quando alguem da minha familia cozinha, quando estou de visita",diminui a frequência de consumo
"porque procuro sempre reduzir ao maximo o consumo de qualquer tipo de carne, busco sempre outras alternativas",diminui a frequência de consumo
"meu filho de 13 anos e meu marido sao vegetarianos e eu os apoio tentando cozinhar coisas sem carne sempre eu, particularmente, so como carne na rua, em festas ou restaurantes, mas nao me nomeio como ""flexitariana' porque acho desnecessario",diminui a frequência de consumo
o gosto de sangue me da enjoo na carne vermelha sinto mais repulsao sinto meu estômago pesado nao me sinto bem espiritualmente,preocupação com a saúde ou ambiente
"nao faco questao de comer carne bovina, e tambem tem a questao climatica, entao foi facil reduzir o consumo",diminui a frequência de consumo
ainda nao consegui organizar-me e le determinar a ter uma dieta completamente vegetariana,diminui a frequência de consumo
"eu nunca co sumi muita carne com o passar do tempo tenho diminuido, porquestoes eticas, sociais, ambientais e por prazer mesmo (gosto de comidas a base de vegetais)",preocupação com a saúde ou ambiente
porque consigo flexibilizar a dieta entre comer e nao comer carne,diminui a frequência de consumo
procuro nao consumir carne na maior parte das refeicões,diminui a frequência de consumo
"devido a crise climatica o objetivo e nao comer carne sem saber a procedencia, oi deixar deixar de comer em definitivo",preocupação com a saúde ou ambiente
eventualmente/raramente como carne vermelha,diminui a frequência de consumo
"porque consumo de tudo com consciencia alimentar e tenho reduzido o consumo de carne, principalmente a carne bovina",diminui a frequência de consumo
"como pouca carne pois nao gosto muito da carne em si, mas gosto muito de congelados ( nuggets, fast food, peixe) porem tento comer pouco pela saude e por pensar no sofrimento dos animais, tratamento cada vez que olho a carne no meu prato",exclui alguns animais
"primeiro ponto: pela minha saude depois por um questao econômica, para combater esse forte lobby que existe no brasil do agronegocio, por isso consumo pancs no meio disto ha sim a preocupacao com o bem estar dos animais",preocupação com a saúde ou ambiente
"porque consumo de forma consciente ja fui vegetariana por 17anos e agora nao quero restricões, mas sim cuidado com a alimentacao e a procedencia",preocupação com a saúde ou ambiente
"nao gosto da carne vermelha, bate mal no estômago e tenho dificuldade de achar uma carne que eu goste, geralmente nervos e nos me incomodam, por isso opto pelo frango que e sempre igual em qualquer lugar tambem evito o consumo diario de carne pensando no bem estar animal, apesar de nao investigar a origem da proteina que como, evito a ingestao por carinho aos animais nao como churrasco, nao como diversas carnes por carinho aos animais passei um periodo como vegetariana, mais de oito meses, mas ficava constantemente doente, voltei a comer proteina animal",preocupação com a saúde ou ambiente
"pelo fato de estar mais inteirado sobre o assunto, entendo a importância de diminuir cada vez mais o consumo de carne",diminui a frequência de consumo
"por ser educadora_ambiental e biologa entendendo os impactos causados no ambiente e na sociedade para criacao de gado, sendo assim busco maneiras de diminuir meu impacto no ambiente por meio da diminuicao do consumo de carne ao menos uma vez na semana ou substituindo por outros alimentos",preocupação com a saúde ou ambiente
pra manter minha saude equilibrada consumindo alimentos 90 por cento natural,preocupação com a saúde ou ambiente
"tentando nao consumir mais carne vermelha e assim, seguir com a reducao dos outros tipos de carne",diminui a frequência de consumo
porque a carne esta muito cara e nao cabe no meu orcamento,outros
tenho pena dos animais embora aprecie sua carne,preocupação com a saúde ou ambiente
porque aos poucos tento restringir o consumo de carne,diminui a frequência de consumo
"penso que devemos melhorar a qualidade de nossa alimentacao, respeitar mais o meio ambiente e a os animais",preocupação com a saúde ou ambiente
"eu sou consciente dos maleficios do consumo de carne para a saude, para o ambiente e sociedade, mas ainda consumo por gostar do gosto da carne e as vezes por nao ter outras opcões no dia a dia",preocupação com a saúde ou ambiente
por nao gostar muito de carne e por causa do planeta tb,exclui alguns animais
"porque eu como carne frequentemente, apesar de estar comendo mais vegetais no últimos anos,",diminui a frequência de consumo
acho que se tivermos outros alimentos podemos diminuir o consumo de carnes por impactarem o meio ambiente e pela forma que esses animais sao criados em confinamento,preocupação com a saúde ou ambiente
nao sinto necessidade em consumir carna todos os dias,diminui a frequência de consumo
porque tenho buscado reduzir o consumo de carnes,diminui a frequência de consumo
porque eu tento reducir o consumo de carne,diminui a frequência de consumo
"porque como carne de frango, peixe, derivados do leite, mel, propolis",exclui alguns animais
nao me considero e a primeira vez que ouvi esse termo so estou no processo de reducao do consumo de proteina animal,diminui a frequência de consumo
capacidade planetaria em limitacao crescente para alimentar humanos com carnes,preocupação com a saúde ou ambiente
"eventualmente eu como frango ou peixe, sempre fora de casa, onde nao encontro outras opcões",diminui a frequência de consumo
porque no contexto em que eu vivo e muito dificil abolir a carne,outros
"principalmente porque sempre considerei que e um alimento pesado para o organismo devido a sua lenta digestibilidade, entao porque os ruminantes contribuem para a emissao de metano, que e um gas de efeito estufa, os precos da carne bovina sao muito altos,",preocupação com a saúde ou ambiente
"porque reduzi a carne, principalmente a vermelha",diminui a frequência de consumo
"porque apos reduzir o consumo consciente, hoje eu nem reparo nem escolho mais os dias em que nao comerei carne se tornou algo natural, quando me da vontade eu como, e sao poucas vezes que essa vontade surge em minha fome",diminui a frequência de consumo
"porque tenho consciencia dos impactos causadas pelo consumo, mais ainda nao consegui parar por completo",preocupação com a saúde ou ambiente
por nao consumir carnes ou alimentos de origem animal todos os dias,diminui a frequência de consumo
porque estou tentando diminuir o consumo de carne na minha casa,diminui a frequência de consumo
"devido aos impactos ambientais a nivel mundial, como ato politico, como modo de cuidar do organismo",preocupação com a saúde ou ambiente
porque venho reduzindo o consumo de carne vermelha ha algum tempo pos diversas questoes,diminui a frequência de consumo
"pretendo me tornar vegana, nao sendo possivel realizar essa mudanca do dia para a noite",diminui a frequência de consumo
"por conta da pressao da pecuaria bovina sobre areas naturais preservadas e emissao de metano alem do preco atual substituiria tranquilamente o frango e carne suinas por peixes e cogumelos, no entanto o financeiro desses produtos nao me permite",preocupação com a saúde ou ambiente
"nunca tive afinidade por carnes vermelhas, impacto_ambiental, intolerância, etica animal, saude",preocupação com a saúde ou ambiente
fiquei totalmente vegetariana por 7 anos e senti necessidade de voltar a comer peixe mas os demais nao quero e consigo consumir,exclui alguns animais
"nao tenho uma resposta muito clara para isso nunca antes escutei o termo nem pensei no assunto na verdade nem gosto da palavra ou do conceito por enquanto me parece uma classificacao arbitraria, mas vejamos",
estou tentando diminuir o consumo de carne,diminui a frequência de consumo
porque na pandemia passei a ter maior frequencia de preparo de carne (2x ao dia) e o contato constante e frequente com a carne me fez criar resistencia e optar por reduzir carne na alimentacao,diminui a frequência de consumo
porque reduzi o consumo de carne e dou preferencia por cardapios vegetariano ou vegano,diminui a frequência de consumo
pois comecei removendo mamiferos e a cada ano que passa vejo que tenho menos vontade de consumir outros seres nao mamiferos tambem,exclui alguns animais
a carne nao costuma ser o elemento central da refeicao,diminui a frequência de consumo
porque acredito na necessidade de reducao da carne em funcao das consequencias ambientais e tambem pelos maus tratos animais,preocupação com a saúde ou ambiente
"porque decidi nao somente porquestoes financeiras, mas tbe em razao do meio ambiente, modos de producao, criacao dos animais e pelos animais, reduzir consumo de carnes",preocupação com a saúde ou ambiente
"porque nao gosto mais do cheiro da carne de boi e tenho reduzido muito o consumo, optando por peixe ou ovos os precos da carne tbm estao abusivos",diminui a frequência de consumo
"entendo os problemas da producao de alimento de origem animal e aprecio sabores, cultura, saberes que a alimentacao traz consigo",preocupação com a saúde ou ambiente
"nao gosto muito de carne de boi, e como ""pouco"" das demais",diminui a frequência de consumo
"Varios motivos: tenho do dos animais, meu marido e vegetariano e acabo cozinhando sem carne, fico sem comer carnes tranquilamente gosto mas nao me faz falta ficar tempos sem comer",exclui alguns animais
porque ainda nao consegui tirar o peixe da minha alimentacao,diminui a frequência de consumo
nao necessito da carne como fonte principal de minha dieta outros alimentos contem proteina necessaria,não considera carne essencial
faco o exercicio consciente de reduzir o consumo de carne,diminui a frequência de consumo
porque exclui carne pelo menos 1x por semana,diminui a frequência de consumo
conheci o termo nesse momento gostei tenho reduzido meu consumo de proteina animal,diminui a frequência de consumo
porque gosto de outros alimentos de origem animal,outros
porque aboli carne mais de uma vez na semana,diminui a frequência de consumo
porque tento comer o minimo de carne possivel,diminui a frequência de consumo
"nao me considero flexitariano se for pra definir um rotulo diria naturalista, que tenta fazer as refeicões da forma mais natural nao compro e nem preparo mais carne como as vezes a convite de amigos, geralmente em pouca quantidade",outros
"porque tento reduzir o consumo de carne, principalmente a vermelha, e substituir por outros tipos de proteina, vegetal ou animal de criacao livre",diminui a frequência de consumo
"gosto de ter um consumo mais saudavel de carnes e sempre trago para os que estao proximos o quao importante e ter uma dieta balanceada como foco em diminuir o consumo de carne trazendo para o prato mais verduras e legumes, para tentar reduzir o impacto_ambiental",preocupação com a saúde ou ambiente
"porque as carnes em geral pra mim sao de dificil digestao, porque a criacao de gado/animal causam impacto_ambiental e na alimentacao de animal contem muito agrotoxico, hormônio, etc",preocupação com a saúde ou ambiente
"porque carne sempre foi um complemento e nao o prato principal na minha casa, damos preferencia a legumes e verduras",exclui alguns animais
so reduzi o consumo mesmo por acreditar que possa ser positivo para a saude,preocupação com a saúde ou ambiente
"nunca me rotulei dessa forma, mas eu convivo com um vegano e cada dia mais venho substituindo coisas na minha alimentacao por alimentos veganos",diminui a frequência de consumo
"a familia sempre foi a favor da reducao, nao havia necessidade de comer diariamente, principalmente por causa da digestao que diziam ser demorada hoje em dia ha a consciencia de excesso na alimentacao mundial e, consequentemente, das questoes ambientais",preocupação com a saúde ou ambiente
estou em processos de adaptacao ao vegetarianismo fugindo da tradicao cultural alimentar brasileira (famoso churrasco),diminui a frequência de consumo
pois tento comer o minimo possivel de proteina animal,diminui a frequência de consumo
pela preocupacao em depender cada vez menos de proteina de origem bovina principalmente,preocupação com a saúde ou ambiente
"sim, alem de estar reduzindo o consumo de carne, estou tentando consumir tudo de forma mais consciente e preferindo sempre alimentos orgânicos, inclusive carne se possivel, ovos",preocupação com a saúde ou ambiente
como pouca carne pois nao faco questao e nao gosto muito do sabor,diminui a frequência de consumo
sim pois tento diminuir o consumo de carnes causador de impactos ambientais nocivos ao planeta,preocupação com a saúde ou ambiente
"tem alguns anos que reduzi o consumo de carne, gostaria de reduzir a zero e me tornar vegetariana, mas tem sido dificil resistir a algumas tentacões",diminui a frequência de consumo
porque resolvi reduzir o consumo de carnes depois que meus filhos se tornaram vegetarianos,diminui a frequência de consumo
